,source_id,date_time,title,excerpt,article_url,image_url,author,author_url,concat
108,post-129446,2020-03-29 10:58:35.635628,What’s really going on with Tether’s exploding supply? Crypto exec tells all,"Despite the strong downturn seen in the crypto markets, epitomized by Bitcoin’s 50 percent decline that transpired on March 12, the amount of Tether’s USDT stablecoin in existence has exploded. ",https://cryptoslate.com/whats-really-going-on-with-tethers-exploding-supply-crypto-exec-tells-all/,,Nick Chong,,"What’s really going on with Tether’s exploding supply? Crypto exec tells all, Despite the strong downturn seen in the crypto markets, epitomized by Bitcoin’s 50 percent decline that transpired on March 12, the amount of Tether’s USDT stablecoin in existence has exploded. "
109,post-129142,2020-03-29 10:58:35.636625,Trading veteran says Bitcoin could be in “big trouble” if it doesn’t rally,"Prominent analysts believe that Bitcoin’s fate will depend on how it performs during the ongoing financial crisis, but on-chain metrics reveal that there is significant resistance ahead. ",https://cryptoslate.com/trading-veteran-says-bitcoin-could-be-in-big-trouble-if-it-doesnt-rally/,,Ali Martinez,,"Trading veteran says Bitcoin could be in “big trouble” if it doesn’t rally, Prominent analysts believe that Bitcoin’s fate will depend on how it performs during the ongoing financial crisis, but on-chain metrics reveal that there is significant resistance ahead. "
110,post-129004,2020-03-29 10:58:35.636625,Yesterday’s stock market rally leaves Bitcoin in the dust as critics rejoice,"The United States stock market has had a great past few days, with all of the benchmark indices rallying as bulls attempt to establish a long-term bottom. ",https://cryptoslate.com/yesterdays-stock-market-rally-leaves-bitcoin-in-the-dust-as-critics-rejoice/,,Cole Petersen,,"Yesterday’s stock market rally leaves Bitcoin in the dust as critics rejoice, The United States stock market has had a great past few days, with all of the benchmark indices rallying as bulls attempt to establish a long-term bottom. "
111,post-129006,2020-03-29 10:58:35.636625,XRP is erasing “months of underperformance” as bulls fuel 8% rally; here’s what you need to know,"XRP is currently in the process of posting a notable rally that has allowed it to outperform Bitcoin and most other major cryptocurrencies, with the embattled token’s bulls attempting to catalyze some much-needed upwards momentum. ",https://cryptoslate.com/xrp-is-erasing-months-of-underperformance-as-bulls-fuel-8-rally-heres-what-you-need-to-know/,,Cole Petersen,,"XRP is erasing “months of underperformance” as bulls fuel 8% rally; here’s what you need to know, XRP is currently in the process of posting a notable rally that has allowed it to outperform Bitcoin and most other major cryptocurrencies, with the embattled token’s bulls attempting to catalyze some much-needed upwards momentum. "
112,post-128642,2020-03-29 10:58:36.510286,PrimeXBT launches new PrimeXBT Turbo Platform to all users,"PrimeXBT, a Bitcoin-based margin trading platform offering up to 1000x leverage across forex, stock indices, commodities, and cryptocurrencies, has now opened up its innovative, new PrimeXBT Turbo platform to all users, providing an opportunity to generate as much as 90 percent profit in 30 seconds. ",https://cryptoslate.com/primexbt-launches-new-primexbt-turbo-platform-to-all-users/,,News Desk,,"PrimeXBT launches new PrimeXBT Turbo Platform to all users, PrimeXBT, a Bitcoin-based margin trading platform offering up to 1000x leverage across forex, stock indices, commodities, and cryptocurrencies, has now opened up its innovative, new PrimeXBT Turbo platform to all users, providing an opportunity to generate as much as 90 percent profit in 30 seconds. "
113,post-128597,2020-03-29 10:58:36.510286,"The crypto market is hanging on by a thread according to this chart, but all hope isn’t lost","It’s been a rough past few weeks for the crypto market, with the Coronavirus-induced turbulence in the global markets catalyzing an intense and far-reaching selloff that has devastated traditional markets and nascent ones alike. ",https://cryptoslate.com/the-crypto-market-is-hanging-on-by-a-thread-according-to-this-chart-but-all-hope-isnt-lost/,,Cole Petersen,,"The crypto market is hanging on by a thread according to this chart, but all hope isn’t lost, It’s been a rough past few weeks for the crypto market, with the Coronavirus-induced turbulence in the global markets catalyzing an intense and far-reaching selloff that has devastated traditional markets and nascent ones alike. "
114,post-128469,2020-03-29 10:58:36.511282,"Bitcoin price rises to $6,900: a point that kickstarted the last rally to $10,000","The Bitcoin price spiked to $6,900 on the day, rising to as high as $6,946 on BitMEX. ",https://cryptoslate.com/bitcoin-price-rises-to-6900-a-point-that-kickstarted-the-last-rally-to-10000/,,Joseph Young,,"Bitcoin price rises to $6,900: a point that kickstarted the last rally to $10,000, The Bitcoin price spiked to $6,900 on the day, rising to as high as $6,946 on BitMEX. "
115,post-128369,2020-03-29 10:58:36.512280,TF Blockchain announces all day live-stream interviews with top crypto speakers,"TF Blockchain, one of the leading blockchain and fintech conferences in the Pacific Northwest, recently announced that it postponed its conference due to the coronavirus outbreak. ",https://cryptoslate.com/tf-blockchain-announces-all-day-live-stream-interviews-of-top-crypto-speakers/,,Priyeshu Garg,,"TF Blockchain announces all day live-stream interviews with top crypto speakers, TF Blockchain, one of the leading blockchain and fintech conferences in the Pacific Northwest, recently announced that it postponed its conference due to the coronavirus outbreak. "
116,post-127787,2020-02-28 10:58:36.512280,Bitcoin isn’t out of the woods yet despite Friday’s stock market rally,"The turbulence seen within the stock market over the past several weeks has sent shockwaves across virtually all markets, leading Bitcoin and other digital assets to post unprecedented losses throughout the past several days and weeks. ",https://cryptoslate.com/bitcoin-isnt-out-of-the-woods-yet-despite-fridays-stock-market-rally/,,Cole Petersen,,"Bitcoin isn’t out of the woods yet despite Friday’s stock market rally, The turbulence seen within the stock market over the past several weeks has sent shockwaves across virtually all markets, leading Bitcoin and other digital assets to post unprecedented losses throughout the past several days and weeks. "
117,post-127746,2020-02-28 10:58:36.513594,900-Point Dow Futures upsurge triggers a massive Bitcoin rally,"The Bitcoin price has recovered from $3,600 to over $5,200, recording a 44 percent recovery within merely hours. ",https://cryptoslate.com/900-point-dow-futures-upsurge-triggers-a-massive-bitcoin-rally/,,Joseph Young,,"900-Point Dow Futures upsurge triggers a massive Bitcoin rally, The Bitcoin price has recovered from $3,600 to over $5,200, recording a 44 percent recovery within merely hours. "
118,post-127234,2020-02-28 10:58:37.431826,"Burgers, beers and Bitcoin: This crypto-friendly cafe in Spain has it all","If you thought your local Starbucks or WeWork were great places for connecting with friends and colleagues, imagine being surrounded by truly like-minded people united by a common passion. ",https://cryptoslate.com/burgers-beers-and-bitcoin-this-crypto-friendly-cafe-in-spain-has-it-all/,,Christina Comben,,"Burgers, beers and Bitcoin: This crypto-friendly cafe in Spain has it all, If you thought your local Starbucks or WeWork were great places for connecting with friends and colleagues, imagine being surrounded by truly like-minded people united by a common passion. "
119,post-127018,2020-02-28 10:58:37.432923,Why India’s unban of crypto isn’t triggering a Bitcoin rally like 2019’s “Xi Pump”,India’s Supreme Court released the long-awaited ruling on the crypto ban imposed by the Reserve Bank of India (RBI) in favor of the cryptocurrency industry. ,https://cryptoslate.com/why-indias-unban-of-crypto-isnt-triggering-a-bitcoin-rally-like-2019s-xi-pump/,,Joseph Young,,"Why India’s unban of crypto isn’t triggering a Bitcoin rally like 2019’s “Xi Pump”, India’s Supreme Court released the long-awaited ruling on the crypto ban imposed by the Reserve Bank of India (RBI) in favor of the cryptocurrency industry. "
120,post-126897,2020-02-28 10:58:37.433817,"Early adopters called Bitcoin the “future of money” 9 years ago; it’s up 10,000x since","Bitcoin is now worth $161 billion, with strong infrastructure established by the world’s largest financial institutions and conglomerates in the likes of Fidelity, CME, and Square. ",https://cryptoslate.com/early-adopters-called-bitcoin-the-future-of-money-9-years-ago-its-up-10000x-since/,,Joseph Young,,"Early adopters called Bitcoin the “future of money” 9 years ago; it’s up 10,000x since, Bitcoin is now worth $161 billion, with strong infrastructure established by the world’s largest financial institutions and conglomerates in the likes of Fidelity, CME, and Square. "
121,post-126186,2020-02-28 10:58:38.355391,Near-majority of Ethereum holders in profit as Grayscale investors increasingly allocate to ETH,"According to crypto analytics firm IntoTheBlock, 43 percent of ETH addresses are in profit with the Ethereum spot and derivatives markets seeing explosive growth in key metrics, making the second-largest crypto one of the top-10’s biggest showstoppers this year. ",https://cryptoslate.com/near-majority-of-ethereum-holders-in-profit-as-grayscale-investors-increasingly-allocate-to-eth/,,Jonnie Emsley,,"Near-majority of Ethereum holders in profit as Grayscale investors increasingly allocate to ETH, According to crypto analytics firm IntoTheBlock, 43 percent of ETH addresses are in profit with the Ethereum spot and derivatives markets seeing explosive growth in key metrics, making the second-largest crypto one of the top-10’s biggest showstoppers this year. "
122,post-126233,2020-02-28 10:58:38.356353,"An “OG” Bitcoin holder shilled an altcoin a conference, and nobody is all too pleased","Last weekend, some of the world’s most outspoken Bitcoin proponents and analysts descended on Las Vegas. ",https://cryptoslate.com/an-og-bitcoin-holder-shilled-an-altcoin-a-conference-and-nobody-is-all-too-pleased/,,Nick Chong,,"An “OG” Bitcoin holder shilled an altcoin a conference, and nobody is all too pleased, Last weekend, some of the world’s most outspoken Bitcoin proponents and analysts descended on Las Vegas. "
123,post-126154,2020-02-28 10:58:38.356353,Data shows Chainlink network is growing exponentially as its community becomes more optimistic,"The Chainlink network is growing at an exponential rate, according to data from IntoTheBlock. ",https://cryptoslate.com/data-shows-chainlink-network-is-growing-exponentially-as-its-community-becomes-more-optimistic/,,Ali Martinez,,"Data shows Chainlink network is growing exponentially as its community becomes more optimistic, The Chainlink network is growing at an exponential rate, according to data from IntoTheBlock. "
124,post-126125,2020-02-28 10:58:38.356353,Analyst: Ethereum may see intense rally after piercing this technical resistance,"Ethereum (ETH) has seen some mixed price action over the past week, with the cryptocurrency previously finding some stability around $280 before plummeting below $250 in tandem with Bitcoin’s crash below $10,000. ",https://cryptoslate.com/ethereum-may-see-intense-rally-after-piercing-this-technical-resistance/,,Cole Petersen,,"Analyst: Ethereum may see intense rally after piercing this technical resistance, Ethereum (ETH) has seen some mixed price action over the past week, with the cryptocurrency previously finding some stability around $280 before plummeting below $250 in tandem with Bitcoin’s crash below $10,000. "
125,post-126022,2020-02-28 10:58:38.357385,"According to this analyst, the catalyst behind Tesla’s rally may also fuel a massive Bitcoin uptrend","Bitcoin has seen some intense parabolic cycles in the time since its genesis, and Tesla stock’s recent rally has shown some striking similarities to that of BTC’s previous movements – but there is one key difference. ",https://cryptoslate.com/according-to-this-analyst-the-catalyst-behind-teslas-rally-may-also-fuel-a-massive-bitcoin-uptrend/,,Cole Petersen,,"According to this analyst, the catalyst behind Tesla’s rally may also fuel a massive Bitcoin uptrend, Bitcoin has seen some intense parabolic cycles in the time since its genesis, and Tesla stock’s recent rally has shown some striking similarities to that of BTC’s previous movements – but there is one key difference. "
126,post-125514,2020-02-28 10:58:39.379614,IOTA takes a nosedive following Trinity wallet hack,"A vulnerability in Trinity, IOTA’s official wallet, has been exploited resulting in the theft of millions of dollars worth of this cryptocurrency. ",https://cryptoslate.com/iota-takes-a-nosedive-following-trinity-wallet-hack/,,Ali Martinez,,"IOTA takes a nosedive following Trinity wallet hack, A vulnerability in Trinity, IOTA’s official wallet, has been exploited resulting in the theft of millions of dollars worth of this cryptocurrency. "
127,post-125417,2020-02-28 10:58:39.380610,Major European football league club FC Barcelona unites with Chiliz digital currency platform,"In a move that can only serve to further adoption of cryptocurrency, major European football league club FC Barcelona today announced a new partnership with blockchain platform Chiliz. ",https://cryptoslate.com/major-european-football-league-club-fc-barcelona-unites-with-chiliz-digital-currency-platform/,,Christina Comben,,"Major European football league club FC Barcelona unites with Chiliz digital currency platform, In a move that can only serve to further adoption of cryptocurrency, major European football league club FC Barcelona today announced a new partnership with blockchain platform Chiliz. "
128,post-125201,2020-02-28 10:58:39.381609,Acting legend William Shatner is crypto’s latest ally,"Actor William Shatner, best known for his portrayal of Captain Kirk in the Star Trek franchise, is the latest celebrity to join the crypto bandwagon. ",https://cryptoslate.com/acting-legend-william-shatner-is-cryptos-latest-ally/,,Priyeshu Garg,,"Acting legend William Shatner is crypto’s latest ally, Actor William Shatner, best known for his portrayal of Captain Kirk in the Star Trek franchise, is the latest celebrity to join the crypto bandwagon. "
129,post-124776,2020-02-28 10:58:39.382605,Three non-custodial crypto wallets to try in 2020,"Putting money into cryptocurrencies has never been easier than today, but keeping your crypto funds safe is getting harder. ",https://cryptoslate.com/three-non-custodial-crypto-wallets-to-try-in-2020/,,Priyeshu Garg,,"Three non-custodial crypto wallets to try in 2020, Putting money into cryptocurrencies has never been easier than today, but keeping your crypto funds safe is getting harder. "
130,post-125113,2020-02-28 10:58:39.382605,Data shows retail investors are frantically accumulating Bitcoin,Bitcoin’s firm 2020 uptrend has sparked a sense of “FOMO” amongst cryptocurrency investors who are keeping their eyes on a plethora of different fundamental factors that could catalyze an intense BTC bull rally in the year ahead. ,https://cryptoslate.com/data-shows-retail-investors-are-frantically-accumulating-bitcoin/,,Cole Petersen,,"Data shows retail investors are frantically accumulating Bitcoin, Bitcoin’s firm 2020 uptrend has sparked a sense of “FOMO” amongst cryptocurrency investors who are keeping their eyes on a plethora of different fundamental factors that could catalyze an intense BTC bull rally in the year ahead. "
131,post-124093,2020-02-28 10:58:40.268236,Handshake mainnet goes live allowing anyone to own top-level domains and earn in decentralized fashion,"Handshake, a Proof-of-Work DNS protocol spearheaded by the co-creator of Bitcoin’s Lightning Network, has launched its mainnet in its bid to decentralize trusted Certificate Authorities and replace authoritative bodies like ICANN that govern top-level domains (TLDs) like “ dot com” and “.org.” The project has maintained a low profile since debuting in August 2018, when news broke […]",https://cryptoslate.com/handshake-mainnet-goes-live/,,Jonnie Emsley,,"Handshake mainnet goes live allowing anyone to own top-level domains and earn in decentralized fashion, Handshake, a Proof-of-Work DNS protocol spearheaded by the co-creator of Bitcoin’s Lightning Network, has launched its mainnet in its bid to decentralize trusted Certificate Authorities and replace authoritative bodies like ICANN that govern top-level domains (TLDs) like “ dot com” and “.org.” The project has maintained a low profile since debuting in August 2018, when news broke […]"
132,post-123986,2020-02-28 10:58:40.269289,Bakkt open interest hits all-time-high as futures traders continue to bet on Bitcoin buy streak,"As Bitcoin closed out its best January in seven years, open interest rocketed to a new all-time high on Bakkt’s physically-settled Bitcoin futures market, and institutional traders on CME Group looked to position themselves for higher highs. ",https://cryptoslate.com/bakkt-open-interest-hits-all-time-high-as-futures-traders-continue-to-bet-on-bitcoin-buy-streak/,,Jonnie Emsley,,"Bakkt open interest hits all-time-high as futures traders continue to bet on Bitcoin buy streak, As Bitcoin closed out its best January in seven years, open interest rocketed to a new all-time high on Bakkt’s physically-settled Bitcoin futures market, and institutional traders on CME Group looked to position themselves for higher highs. "
133,post-123871,2020-02-28 10:58:40.270231,"Here’s why Bitcoin could obsolete the U.S. dollar, euro, and all fiat","For years, the primary use case of Bitcoin has been debated. ",https://cryptoslate.com/heres-why-bitcoin-could-obsolete-the-u-s-dollar-euro-and-all-fiat/,,Nick Chong,,"Here’s why Bitcoin could obsolete the U.S. dollar, euro, and all fiat, For years, the primary use case of Bitcoin has been debated. "
134,post-123757,2020-02-28 10:58:40.270231,Bitcoin has all 5 technical and fundamental elements for a proper full-blown rally,The Bitcoin price is up 45 percent in the past month and a half. ,https://cryptoslate.com/bitcoin-has-all-5-technical-and-fundamental-elements-for-a-proper-full-blown-rally/,,Joseph Young,,"Bitcoin has all 5 technical and fundamental elements for a proper full-blown rally, The Bitcoin price is up 45 percent in the past month and a half. "
135,post-123466,2020-02-28 10:58:41.231662,MyEtherWallet adds “.crypto” email-style naming feature for personalized ETH addresses,"MyEtherWallet (MEW) users are now able to send and receive ETH and ERC-20 tokens using their own personalized “human-readable” address instead of the standard 42-character public key.  Unique addresses can be created on MEW in the form of “[name].crypto,” powered by Unstoppable Domains, a blockchain registry startup funded by Draper Associates and the Ethereum Foundation. ",https://cryptoslate.com/myetherwallet-adds-crypto-email-style-naming-feature-for-personalized-eth-addresses/,,Jonnie Emsley,,"MyEtherWallet adds “.crypto” email-style naming feature for personalized ETH addresses, MyEtherWallet (MEW) users are now able to send and receive ETH and ERC-20 tokens using their own personalized “human-readable” address instead of the standard 42-character public key.  Unique addresses can be created on MEW in the form of “[name].crypto,” powered by Unstoppable Domains, a blockchain registry startup funded by Draper Associates and the Ethereum Foundation. "
136,post-123465,2020-02-28 10:58:41.232659,A quarter of Brits call for teaching crypto at schools amid fears of a recession,Around 24 percent of British workers believe cryptocurrencies should be a subject taught in schools across the country. ,https://cryptoslate.com/a-quarter-of-brits-call-for-teaching-crypto-at-schools-amid-fears-of-a-recession/,,Priyeshu Garg,,"A quarter of Brits call for teaching crypto at schools amid fears of a recession, Around 24 percent of British workers believe cryptocurrencies should be a subject taught in schools across the country. "
137,post-123413,2020-02-28 10:58:41.233751,"No, gold bug Peter Schiff’s Bitcoin wallet did not “corrupt”","If you were around on Crypto Twitter last week, you likely remember Peter Schiff—CEO of Euro Pacific Capital and a long-time skeptic of Bitcoin—was all the rage on the weekend; I opened up my timeline and Schiff’s name appeared again and again and again. ",https://cryptoslate.com/no-gold-bug-peter-schiffs-bitcoin-wallet-did-not-corrupt/,,Nick Chong,,"No, gold bug Peter Schiff’s Bitcoin wallet did not “corrupt”, If you were around on Crypto Twitter last week, you likely remember Peter Schiff—CEO of Euro Pacific Capital and a long-time skeptic of Bitcoin—was all the rage on the weekend; I opened up my timeline and Schiff’s name appeared again and again and again. "
138,post-123336,2020-02-28 10:58:41.234653,Report: Small price change in Bitcoin could trigger a bull market,The latest Coin Metrics report found that about 72 percent of all Bitcoin in circulation now has unrealized gains. ,https://cryptoslate.com/report-small-price-change-in-bitcoin-could-trigger-a-bull-market/,,Priyeshu Garg,,"Report: Small price change in Bitcoin could trigger a bull market, The latest Coin Metrics report found that about 72 percent of all Bitcoin in circulation now has unrealized gains. "
139,post-123286,2020-02-28 10:58:41.234653,Ethereum’s consolidation trend may turn into a full-blown bull rally if it breaks this key level,"Ethereum has been able to begin gaining some tempered momentum following its recent drop to lows of $162, as ETH has now pushed its way back up towards the $170 region. ",https://cryptoslate.com/ethereums-consolidation-trend-may-turn-into-a-full-blown-bull-rally-if-it-breaks-this-key-level/,,Cole Petersen,,"Ethereum’s consolidation trend may turn into a full-blown bull rally if it breaks this key level, Ethereum has been able to begin gaining some tempered momentum following its recent drop to lows of $162, as ETH has now pushed its way back up towards the $170 region. "
140,post-123264,2020-02-28 10:58:41.234653,Bitcoin Cash appears to be leading the altcoin markets; is a major rally brewing?,"The aggregated crypto markets have been subjected to the volatility experienced by Bitcoin over the past several days, which has primarily favored bears. ",https://cryptoslate.com/bitcoin-cash-appears-to-be-leading-the-altcoin-markets-is-a-major-rally-brewing/,,Cole Petersen,,"Bitcoin Cash appears to be leading the altcoin markets; is a major rally brewing?, The aggregated crypto markets have been subjected to the volatility experienced by Bitcoin over the past several days, which has primarily favored bears. "
141,post-123075,2020-02-28 10:58:42.083382,Bitcoin’s hash rate reaches all-time high after a major difficulty adjustment,"While many analysts predicted Bitcoin’s mining difficulty will rise around 8 percent, few believed it would continue to increase at the same pace in the days following the adjustment. ",https://cryptoslate.com/bitcoins-hash-rate-reaches-all-time-high-after-a-major-difficulty-adjustment/,,Priyeshu Garg,,"Bitcoin’s hash rate reaches all-time high after a major difficulty adjustment, While many analysts predicted Bitcoin’s mining difficulty will rise around 8 percent, few believed it would continue to increase at the same pace in the days following the adjustment. "
142,post-123026,2020-02-28 10:58:42.083382,Vechain CEO says China banning crypto trading is actually a good thing,"In a recent interview where he gave an update about the current state of Vechain, Sunny Lu said that China made the right decision when it banned cryptocurrency trading That way, he said, the country eliminated all of the “bad guys” in the space and is now able to facilitate the development of blockchain technologies […]",https://cryptoslate.com/vechain-ceo-says-china-banning-crypto-trading-is-actually-a-good-thing/,,Priyeshu Garg,,"Vechain CEO says China banning crypto trading is actually a good thing, In a recent interview where he gave an update about the current state of Vechain, Sunny Lu said that China made the right decision when it banned cryptocurrency trading That way, he said, the country eliminated all of the “bad guys” in the space and is now able to facilitate the development of blockchain technologies […]"
143,post-122894,2020-02-28 10:58:42.084379,All indicators point at rapidly growing Bitcoin institutional adoption,The rise of institutional adoption was one of the main narratives for Bitcoin in 2019. ,https://cryptoslate.com/all-indicators-point-at-rapidly-growing-bitcoin-institutional-adoption/,,Joseph Young,,"All indicators point at rapidly growing Bitcoin institutional adoption, The rise of institutional adoption was one of the main narratives for Bitcoin in 2019. "
144,post-122938,2020-02-28 10:58:42.084379,Bitcoin blasts through key resistance as analysts eye potentially major upside,"Bitcoin is currently in the process of breaking out of its recent consolidation phase, as BTC’s bulls are pushing the crypto up towards its key resistance levels around the $8,300 region. ",https://cryptoslate.com/bitcoin-blasts-through-key-resistance-as-analyst-eye-potentially-major-upside/,,Cole Petersen,,"Bitcoin blasts through key resistance as analysts eye potentially major upside, Bitcoin is currently in the process of breaking out of its recent consolidation phase, as BTC’s bulls are pushing the crypto up towards its key resistance levels around the $8,300 region. "
145,post-122755,2020-02-28 10:58:42.085376,Crypto markets rally as Bitcoin flashes bullish signs; is altseason upon us?,Bitcoin’s uptrend throughout the first ten days of 2020 has allowed most major altcoins to put some distance between their current prices and their recent lows. ,https://cryptoslate.com/crypto-markets-rally-as-bitcoin-flashes-bullish-signs-is-altseason-upon-us/,,Cole Petersen,,"Crypto markets rally as Bitcoin flashes bullish signs; is altseason upon us?, Bitcoin’s uptrend throughout the first ten days of 2020 has allowed most major altcoins to put some distance between their current prices and their recent lows. "
146,post-122630,2020-02-28 10:58:42.086374,"EOS may still rally despite low platform usage, according to this analyst","EOS, like most major altcoins, is currently caught in a short-term downtrend that has come about as a result of Bitcoin’s recent rejection at $8,400. ",https://cryptoslate.com/eos-may-still-rally-despite-low-platform-usage-according-to-this-analyst/,,Cole Petersen,,"EOS may still rally despite low platform usage, according to this analyst, EOS, like most major altcoins, is currently caught in a short-term downtrend that has come about as a result of Bitcoin’s recent rejection at $8,400. "
147,post-121622,2020-02-28 10:58:42.941093,IOTA releases a “burner wallet” while its price hits 2017 levels,The IOTA Foundation is launching a new web wallet for users to manage low amounts of funds without compromising their data. ,https://cryptoslate.com/iota-releases-a-burner-wallet-while-its-price-hits-2017-levels/,,Ali Martinez,,"IOTA releases a “burner wallet” while its price hits 2017 levels, The IOTA Foundation is launching a new web wallet for users to manage low amounts of funds without compromising their data. "
148,post-121490,2020-02-28 10:58:42.941093,"Futures data suggests latest Bitcoin rally is just short-covering, most Bakkt contracts aren’t being settled","A massive drop in open interest on the CME and Bakkt Bitcoin futures contracts indicates short-covering has fueled BTC’s latest rally, likely egged on by the expiry of Bakkt’s December contract. ",https://cryptoslate.com/futures-data-suggests-latest-bitcoin-rally-is-just-short-covering/,,Jonnie Emsley,,"Futures data suggests latest Bitcoin rally is just short-covering, most Bakkt contracts aren’t being settled, A massive drop in open interest on the CME and Bakkt Bitcoin futures contracts indicates short-covering has fueled BTC’s latest rally, likely egged on by the expiry of Bakkt’s December contract. "
149,post-121085,2020-02-28 10:58:42.941093,Yale Economics Professors advocate for Bitcoin portfolio allocation,"Analysts have long pointed to Bitcoin’s lack of mainstream credibility as one primary factor that has been stunting its growth, but this appears to be shifting, as prominent economics professors at a major Ivy League university are now advocating for all investors to allocate Bitcoin and a handful of major altcoins to their investment portfolios. ",https://cryptoslate.com/yale-economics-professors-advocate-for-bitcoin-portfolio-allocation/,,Cole Petersen,,"Yale Economics Professors advocate for Bitcoin portfolio allocation, Analysts have long pointed to Bitcoin’s lack of mainstream credibility as one primary factor that has been stunting its growth, but this appears to be shifting, as prominent economics professors at a major Ivy League university are now advocating for all investors to allocate Bitcoin and a handful of major altcoins to their investment portfolios. "
150,post-120985,2020-02-28 10:58:42.942090,OKEx ranks first in terms of YTD returns among all exchange tokens,"Despite the massive downturn in the cryptocurrency market, some of the native utility tokens from the top exchanges in the world were able to keep most of the gains they made over the past year. ",https://cryptoslate.com/okex-ranks-first-in-terms-of-ytd-returns-among-all-exchange-tokens/,,Ali Martinez,,"OKEx ranks first in terms of YTD returns among all exchange tokens, Despite the massive downturn in the cryptocurrency market, some of the native utility tokens from the top exchanges in the world were able to keep most of the gains they made over the past year. "
151,post-120732,2020-02-28 10:58:42.942090,"Ethereum locked in DeFi hits all-time high, total deposits up 22,400 percent in two years","The amount of Ethereum locked in Decentralized Finance (DeFi) has hit an all-time-high after one of the most explosive months for deposits on record and is now up 22,400 percent since December 2017. ",https://cryptoslate.com/ethereum-locked-in-defi-hits-all-time-high-total-deposits-up-22400-percent-in-two-years/,,Jonnie Emsley,,"Ethereum locked in DeFi hits all-time high, total deposits up 22,400 percent in two years, The amount of Ethereum locked in Decentralized Finance (DeFi) has hit an all-time-high after one of the most explosive months for deposits on record and is now up 22,400 percent since December 2017. "
152,post-119824,2020-02-28 10:58:43.820957,"RTrade CEO talks Interplanetary File System (IPFS) – potential applications, challenges of good user experience for crypto/web3 devs, ETH 2.0 & ENS Domains","Derrick Foote is a Canadian web 3 entrepreneur dedicated to helping build Web 3 with trust and transparency, giving back data freedom and control online to the users. ",https://cryptoslate.com/rtrade-ceo-talks-interplanetary-file-system-ipfs-potential-applications-challenges-of-good-user-experience-for-crypto-web3-devs-eth-2-0-ens-domains/,,News Desk,,"RTrade CEO talks Interplanetary File System (IPFS) – potential applications, challenges of good user experience for crypto/web3 devs, ETH 2.0 & ENS Domains, Derrick Foote is a Canadian web 3 entrepreneur dedicated to helping build Web 3 with trust and transparency, giving back data freedom and control online to the users. "
153,post-119801,2020-02-28 10:58:43.820957,"Germany proposes bill to allow banks to deal in cryptocurrency in 2020, here’s what this will mean [UPDATED]","The federal parliament of Germany has drafted a bill that, if enacted, will allow banks to become custodians and merchants of cryptocurrency in 2020, German business newspaper Handelsblatt reported Wednesday. ",https://cryptoslate.com/germany-to-allow-banks-to-deal-in-cryptocurrency-in-2020/,,Jonnie Emsley,,"Germany proposes bill to allow banks to deal in cryptocurrency in 2020, here’s what this will mean [UPDATED], The federal parliament of Germany has drafted a bill that, if enacted, will allow banks to become custodians and merchants of cryptocurrency in 2020, German business newspaper Handelsblatt reported Wednesday. "
154,post-119436,2020-02-28 10:58:43.821738,TV report in China says Binance’s Shanghai “office” was actually a call center,"According to Dovey Wan, a founding partner at Primitive Ventures, a local TV station in Shanghai reported that the “office” of Binance in Shanghai was a call center operated by Babi Finance. ",https://cryptoslate.com/tv-report-in-china-says-binances-shanghai-office-was-actually-a-call-center/,,News Desk,,"TV report in China says Binance’s Shanghai “office” was actually a call center, According to Dovey Wan, a founding partner at Primitive Ventures, a local TV station in Shanghai reported that the “office” of Binance in Shanghai was a call center operated by Babi Finance. "
155,post-119401,2020-02-28 10:58:43.821738,"XRP, EOS, and ADA dive 8%: Will the total crypto market cap drop further after 27% fall?","The price of XRP, EOS, Cardano (ADA), and other major cryptocurrencies have dropped by more than eight percent on the day, causing the total crypto market cap to fall by 27 percent in merely two months. ",https://cryptoslate.com/xrp-eos-and-ada-dive-8-will-the-total-crypto-market-cap-drop-further-after-27-fall/,,Joseph Young,,"XRP, EOS, and ADA dive 8%: Will the total crypto market cap drop further after 27% fall?, The price of XRP, EOS, Cardano (ADA), and other major cryptocurrencies have dropped by more than eight percent on the day, causing the total crypto market cap to fall by 27 percent in merely two months. "
156,post-119299,2020-02-28 10:58:43.822735,"Where Bitcoin is going next according to the trader who called plunge to $6,700","In June, when Bitcoin was soaring above $10,000, nearly every trader and their mother expected the cryptocurrency to continue rocketing higher. ",https://cryptoslate.com/where-bitcoin-is-going-next-according-to-trader-who-called-plunge-to-6700/,,Nick Chong,,"Where Bitcoin is going next according to the trader who called plunge to $6,700, In June, when Bitcoin was soaring above $10,000, nearly every trader and their mother expected the cryptocurrency to continue rocketing higher. "
157,post-119290,2020-02-28 10:58:43.822735,How XRP may have crucially avoided a much bigger price drop this weekend,"Since 2017, the price of XRP has held up well above an important long-term support level at $0.19. ",https://cryptoslate.com/how-xrp-may-have-crucially-avoided-a-much-bigger-price-drop-this-weekend/,,Joseph Young,,"How XRP may have crucially avoided a much bigger price drop this weekend, Since 2017, the price of XRP has held up well above an important long-term support level at $0.19. "
